"","age","gender","tenth","school","MMSE1","MMSE2","MMSE3","MMSE4","MMSE5","MMSE6","MMSE7","MMSE8","MMSE9","MMSE10","MMSE11","MMSE12","MMSE13","MMSE14","MMSE15","MMSE16","MMSE17","MMSE18","MMSE19","MMSE20","MMSE21","MMSE22","MMSE23","MMSE24","MMSE25","MMSE26","MMSE27"
"1979",12,"Male","Middle School",9,"Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1980",12,"Male","Middle School",9,"Agree","Agree","Disagree","Agree","Always/Almost Always","Always/Almost Always","Always/Almost Always","Often","Strongly Agree","Strongly Agree","Fairly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1981",12,"Male","Middle School",9,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree",NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"1982",12,"Female","Middle School",9,"Agree","Disagree","Disagree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Fairly Important","Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
"1983",12,"Male","Middle School",9,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Sometimes","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1984",12,"Male","Middle School",9,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Sometimes","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1985",12,"Female","Middle School",9,"Agree","Agree","Agree","Disagree","Often","Sometimes","Rarely","Sometimes","Agree","Strongly Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"1986",12,"Female","Middle School",9,"Agree","Strongly Agree","Agree","Agree","Sometimes","Sometimes","Often","Often","Strongly Agree","Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"1987",12,"Female","Middle School",9,"Agree","Agree","Strongly Agree","Disagree","Rarely","Rarely","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree",NA,"Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1988",12,"Female","Middle School",9,"Agree","Agree","Agree","Disagree","Often","Often","Often","Rarely","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree"
"1989",12,"Female","Middle School",9,"Agree","Agree","Agree","Disagree","Sometimes","Always/Almost Always","Always/Almost Always","Often","Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"1990",12,"Male","Middle School",9,"Agree","Strongly Agree","Agree","Disagree","Always/Almost Always","Rarely","Often","Often","Agree","Disagree","Not at all important","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree"
"1991",12,"Female","Middle School",9,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
"1992",12,"Female","Middle School",7,"Agree","Disagree","Strongly Agree","Agree","Often","Often","Always/Almost Always","Sometimes","Strongly Agree","Disagree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"1993",12,"Male","Middle School",7,"Agree","Agree","Agree","Disagree","Often","Rarely","Rarely","Often","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree",NA,"Strongly Agree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree"
"1994",12,"Male","Middle School",7,"Strongly Disagree","Agree","Agree","Disagree","Always/Almost Always","Always/Almost Always","Always/Almost Always","Often","Disagree","Disagree","Fairly Important","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree"
"1995",12,"Male","Middle School",6,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Never/Almost Never","Rarely","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1996",12,"Female","Middle School",6,"Strongly Agree","Strongly Agree","Agree","Disagree","Often","Sometimes","Sometimes","Rarely","Strongly Agree","Strongly Agree","Fairly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1997",12,"Female","Middle School",6,"Strongly Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Strongly Agree","Agree","Fairly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"1998",12,"Female","Middle School",6,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Sometimes","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"1999",12,"Female","Middle School",4,"Agree","Agree","Agree","Disagree","Rarely","Sometimes",NA,NA,"Agree",NA,"Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"2000",12,"Female","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Sometimes","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2001",12,"Female","Middle School",4,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Fairly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"2002",12,"Male","Middle School",4,"Agree","Agree","Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2003",12,"Male","Middle School",4,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2004",12,"Male","Middle School",4,"Agree","Strongly Agree","Agree","Disagree","Rarely","Rarely","Never/Almost Never","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2005",12,"Female","Middle School",4,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2006",12,"Male","Middle School",4,"Agree","Strongly Agree","Strongly Agree","Disagree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2007",12,"Male","Middle School",4,"Agree","Agree","Agree","Disagree","Never/Almost Never","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2008",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Strongly Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
"2009",12,"Male","Middle School",4,"Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2010",12,"Male","Middle School",4,"Agree","Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Often","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",NA,"Agree"
"2011",12,"Male","Middle School",4,"Agree","Agree","Agree","Disagree","Sometimes","Often","Sometimes","Sometimes","Agree","Agree",NA,"Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"2012",12,"Male","Middle School",4,"Strongly Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"2013",12,"Male","Middle School",4,"Agree","Agree","Disagree","Disagree","Sometimes","Sometimes","Sometimes","Rarely","Agree","Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree"
"2014",12,"Female","Middle School",4,"Strongly Agree","Agree","Agree","Agree","Sometimes","Never/Almost Never","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"2015",11,"Male","Middle School",4,"Agree","Agree","Strongly Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2016",12,"Male","Middle School",4,"Agree","Agree","Strongly Agree","Disagree","Often","Rarely","Sometimes","Sometimes","Disagree","Agree","Fairly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree"
"2017",12,"Female","Middle School",4,"Agree","Strongly Agree","Agree","Disagree","Often","Often","Always/Almost Always","Sometimes","Agree","Disagree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"2018",12,"Female","Middle School",4,"Agree","Agree","Agree","Disagree","Often","Often","Often","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"2019",12,"Female","Middle School",4,"Agree","Strongly Agree","Agree","Disagree","Rarely","Sometimes","Often","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3691",15,"Female","High School",122,"Agree","Agree","Agree","Disagree","Often","Often","Sometimes","Sometimes","Agree","Agree","Not at all important","Agree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"3692",15,"Female","High School",122,"Agree","Agree","Agree","Disagree","Rarely","Often","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3693",15,"Male","High School",122,"Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Agree","Disagree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3694",16,"Female","High School",122,"Strongly Agree","Agree","Strongly Agree","Disagree","Rarely","Rarely","Rarely","Sometimes","Strongly Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3695",16,"Female","High School",122,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Sometimes","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"3696",16,"Female","High School",122,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"3697",16,"Female","High School",122,"Disagree","Disagree","Disagree","Disagree","Sometimes","Often","Sometimes","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"3698",16,"Male","High School",122,"Strongly Agree","Agree","Agree","Disagree","Sometimes","Always/Almost Always","Rarely","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
